x_um_centered_to_ellipse,y_um_centered_to_ellipse,delta_f_GHz
1.927880184331799285e+01,-4.499251152073734517e+01,3.860728147559822077e-01
2.027880184331799285e+01,-4.499251152073734517e+01,3.855389183076312065e-01
2.127880184331799285e+01,-4.499251152073734517e+01,3.849425759345037612e-01
2.227880184331799285e+01,-4.499251152073734517e+01,3.841717688577284129e-01
2.327880184331799285e+01,-4.499251152073734517e+01,3.841348558779964506e-01
2.427880184331799285e+01,-4.499251152073734517e+01,3.834334942227624055e-01
2.527880184331799285e+01,-4.499251152073734517e+01,3.826458858746186742e-01
2.627880184331799285e+01,-4.499251152073734517e+01,3.813763746913076957e-01
2.727880184331799285e+01,-4.499251152073734517e+01,3.804802960965174563e-01
2.827880184331799285e+01,-4.499251152073734517e+01,3.795074642610702931e-01
2.927880184331799285e+01,-4.499251152073734517e+01,3.790134138934981856e-01
3.027880184331799285e+01,-4.499251152073734517e+01,3.780272659979195815e-01
